"Parameter","Environment","Ab_BP","Ab_BPsd","Ab_BPCIl","Ab_BPCIu","v1970","v2010","p","R2"
"Harvest_Index_bio","2016/GGE/HN_NF_RF",0.00137724709412141,9.94923092992716e-05,0.00118090327983157,0.00157359090841126,0.354697393433124,0.40978727719798,0,0.52
"Harvest_Index_bio","2016/GGE/HN_WF_RF",0.0013466041813735,6.11180461866565e-05,0.00122600416879208,0.00146720419395492,0.400410793042302,0.454274960297242,0,0.73
"Harvest_Index_bio","2016/GGE/LN_NF_RF",0.00145550810768819,5.19127334127778e-05,0.00135307230200821,0.00155794391336818,0.353955899346966,0.412176223654493,0,0.81
"Harvest_Index_bio","2016/HAN/HN_NF_RF",0.00124596027609273,5.81756614060167e-05,0.00113114860778041,0.00136077194440505,0.454083790423346,0.503922201467055,0,0.72
"Harvest_Index_bio","2016/HAN/HN_WF_RF",0.00112889524258309,4.33769472188983e-05,0.00104329600393772,0.00121449448122845,0.47786863387765,0.523024443580973,0,0.79
"Harvest_Index_bio","2016/HAN/LN_NF_RF",0.000906938720962994,4.64426554202245e-05,0.000815296641782516,0.000998580800143471,0.440756240640117,0.477033789478637,0,0.68
"Harvest_Index_bio","2016/KAL/HN_NF_RF",0.00097742836286491,0.000127506242796853,0.000665431826270322,0.0012894248994595,0.4386198869,0.477717021414597,0.0011,0.91
"Harvest_Index_bio","2016/KAL/HN_WF_RF",0.000105469297266098,0.000295619697243923,-0.000617886043351946,0.000828824637884141,0.505321897927294,0.509540669817938,0.6331,0.02
"Harvest_Index_bio","2016/KAL/LN_NF_RF",0.00160663592124346,0.000314384808687258,0.000606123148399372,0.00260714869408755,0.415957347778648,0.480222784628386,0.022,0.9
"Harvest_Index_bio","2016/KIE/HN_NF_RF",0.00157250025848549,5.62108671030254e-05,0.00146158324292622,0.00168341727404475,0.439887763132806,0.502787773472225,0,0.81
"Harvest_Index_bio","2016/KIE/HN_WF_RF",0.00111960753799916,5.66445225637796e-05,0.00100783482011814,0.00123138025588018,0.46597015503893,0.510754456558896,0,0.68
"Harvest_Index_bio","2016/KIE/LN_NF_RF",0.00148812156171149,5.20720066531845e-05,0.00138537147316424,0.00159087165025874,0.39992720577909,0.45945206824755,0,0.82
"Harvest_Index_bio","2016/QLB/HN_NF_RF",0.00140026911159865,7.55166579421646e-05,0.0012512459820485,0.0015492922411488,0.266640638490502,0.322651402954448,0,0.66
"Harvest_Index_bio","2016/QLB/HN_WF_RF",0.00103219560051278,4.65626883195779e-05,0.000940316668715519,0.00112407453231005,0.382204686569849,0.423492510590361,0,0.73
"Harvest_Index_bio","2016/QLB/LN_NF_RF",0.000653920565260644,5.38520746852613e-05,0.000547657991605336,0.000760183138915952,0.332199512213485,0.358356334823911,0,0.45
"Harvest_Index_bio","2017/GGE/HN_NF_RF",0.00138458252945649,6.2868423935928e-05,0.00126051918316815,0.00150864587574484,0.435092859128217,0.490476160306477,0,0.73
"Harvest_Index_bio","2017/GGE/HN_WF_RF",0.000930941743365997,6.1248333507228e-05,0.00081008464382777,0.00105179884290423,0.484891765838997,0.522129435573637,0,0.56
"Harvest_Index_bio","2017/GGE/LN_NF_RF",0.00133815735359884,5.50214335427384e-05,0.00122957490933191,0.00144673979786577,0.429169558292457,0.48269585243641,0,0.77
"Harvest_Index_bio","2017/HAN/HN_NF_RF",0.00135838617352518,6.22712008946472e-05,0.00123550607442794,0.00148126627262243,0.457159734645989,0.511495181586996,0,0.73
"Harvest_Index_bio","2017/HAN/HN_WF_RF",0.00111517500504612,6.3777343206073e-05,0.000989313147797574,0.00124103686229466,0.505819955472893,0.550426955674737,0,0.63
"Harvest_Index_bio","2017/HAN/LN_NF_RF",0.00125111916945663,5.69274120689233e-05,0.00113878824528453,0.00136345009362872,0.422352542806877,0.472397309585142,0,0.73
"Harvest_Index_bio","2017/KAL/HN_NF_RF",0.00137703407385081,6.38678673331939e-05,0.00125096312194567,0.00150310502575596,0.542041847654506,0.597123210608539,0,0.73
"Harvest_Index_bio","2017/KAL/HN_WF_RF",0.00142061462750621,5.46890209652753e-05,0.00131266658482637,0.00152856267018605,0.559728102428486,0.616552687528734,0,0.8
"Harvest_Index_bio","2017/KAL/LN_NF_RF",0.00204221480824964,6.81410654650855e-05,0.00190771992636968,0.00217670969012961,0.485244722192097,0.566933314522083,0,0.84
"Harvest_Index_bio","2017/KIE/HN_NF_RF",0.00130694882016774,4.52416420939115e-05,0.00121766288373911,0.00139623475659637,0.44392473076474,0.49620268357145,0,0.83
"Harvest_Index_bio","2017/KIE/HN_WF_RF",0.00103317544944744,6.09088470776497e-05,0.000912974446541274,0.0011533764523536,0.473956330791121,0.515283348769018,0,0.62
"Harvest_Index_bio","2017/KIE/LN_NF_RF",0.00143268723285937,5.77295281335622e-05,0.00131876488533565,0.00154660958038308,0.409330906124873,0.466638395439247,0,0.78
"Harvest_Index_bio","2017/QLB/HN_NF_RF",0.00184461242368411,8.63916003992826e-05,0.00167414185492176,0.00201508299244645,0.219173090808567,0.292957587755932,0,0.72
"Harvest_Index_bio","2017/QLB/HN_WF_RF",0.00184691207197297,8.04315287656756e-05,0.00168820210026577,0.00200562204368016,0.30662358809641,0.380500070975329,0,0.75
"Harvest_Index_bio","2017/QLB/LN_NF_RF",0.00110479994175774,4.16371594603988e-05,0.00102264021532533,0.00118695966819014,0.307800185854214,0.351992183524523,0,0.8
"Leaf_rust","2015/QLB/HN_NF_RF",0.00849485430418568,0.00469454476120152,-0.000768566118906192,0.0177582747272776,3.08818219355102,3.42797636571844,0.1477,0.02
"Leaf_rust","2015/QLB/LN_NF_RF",-0.00250892760296695,0.00535131789955142,-0.0130683130264163,0.00805045782048238,3.12618571085628,3.0258286067376,0.4518,0
"Leaf_rust","2016/QLB/HN_NF_RF",-0.0101120427741641,0.00863401345014894,-0.0271489442408122,0.0069248586924841,6.85550364083511,6.45102192986855,0.1226,0.01
"Leaf_rust","2016/QLB/LN_NF_RF",-0.00630815280324195,0.00822523054717116,-0.0225384312457897,0.00992212563930579,5.5599425282217,5.30761641609202,0.2755,0
"Leaf_rust","2017/GGE/HN_WF_RF",-0.000373232263304138,7.33903185009272e-05,-0.000518048301885205,-0.000228416224723071,0.503635507239399,0.488706216707234,0,0.13
"Leaf_rust","2017/GGE/LN_NF_RF",-0.00287903547043296,0.000456415444794477,-0.00377964849422733,-0.00197842244663859,0.623445665104076,0.508284246286758,0,0.18
"Leaf_rust","2017/HAN/HN_NF_RF",-0.00407225491146204,0.000839894821773897,-0.00572956126192447,-0.00241494856099961,0.210249493371057,0.0473592969125747,0,0.12
"Leaf_rust","2017/HAN/LN_NF_RF",-0.000492097134212264,0.00016881899074934,-0.000825215970278691,-0.000158978298145838,0.0361129480887764,0.0164290627202859,0.0033,0.05
"Leaf_rust","2017/QLB/HN_NF_RF",-0.0642266001069174,0.0112394631908025,-0.086404655309787,-0.0420485449040478,13.3982255560293,10.8291615517526,0,0.15
"Leaf_rust","2017/QLB/LN_NF_RF",-0.0735365811964563,0.00866056089393216,-0.0906258668974513,-0.0564472954954613,10.7585310235124,7.81706777565412,0,0.29
"Plantheight_bio","2015/GGE/HN_WF_RF",-0.398531904208132,0.014306317786063,-0.426761571428248,-0.370302236988016,94.1848255015499,78.2435493332247,0,0.81
"Plantheight_bio","2015/HAN/HN_NF_RF",-0.133171311734151,0.0132402492011521,-0.159297379563013,-0.107045243905289,101.046528675848,95.7196762064823,0,0.36
"Plantheight_bio","2015/HAN/HN_WF_RF",-0.187374476428981,0.0114554681542068,-0.209978759283576,-0.164770193574385,104.312560532376,96.8175814752171,0,0.6
"Plantheight_bio","2015/HAN/LN_NF_RF",-0.340974017379603,0.015951208094638,-0.372449432857171,-0.309498601902035,114.704015196695,101.06505450151,0,0.72
"Plantheight_bio","2015/KAL/HN_NF_RF",-0.288442058782525,0.0115515478502888,-0.3112359290549,-0.265648188510149,98.747095204586,87.209412853285,0,0.78
"Plantheight_bio","2015/KAL/HN_WF_RF",-0.297976966420967,0.0100461677428176,-0.317800374264842,-0.278153558577092,97.5514389428143,85.6323602859757,0,0.83
"Plantheight_bio","2015/KAL/LN_NF_RF",-0.362712613354886,0.0127608985320265,-0.387892811668369,-0.337532415041403,102.114432228453,87.605927694257,0,0.82
"Plantheight_bio","2015/KIE/HN_NF_RF",-0.0987563926137719,0.0129474797897374,-0.124304758815978,-0.0732080264115663,85.4709327382485,81.5206770336977,0,0.24
"Plantheight_bio","2015/KIE/HN_WF_RF",-0.0758990392467466,0.0108405835531933,-0.09729001285399,-0.0545080656395031,84.1113347255933,81.0753731557234,0,0.21
"Plantheight_bio","2015/KIE/LN_NF_RF",-0.274423830073826,0.010850832736705,-0.295835027685886,-0.253012632461766,101.727395827907,90.750442624954,0,0.78
"Plantheight_bio","2015/QLB/HN_NF_RF",0.0415150546286295,0.0122426592071573,0.0173574621247061,0.0656726471325529,66.0204965154422,67.6810987005874,0.5204,0.06
"Plantheight_bio","2015/QLB/HN_WF_RF",0.0639800490950544,0.013499432881601,0.0373425520390937,0.090617546151015,67.0443875156977,69.6035894794999,0.0301,0.11
"Plantheight_bio","2015/QLB/LN_NF_RF",-0.0387821445016122,0.0166596008462699,-0.0716553823915406,-0.00590890661168368,79.253721211903,77.7024354318385,0,0.03
"Plantheight_bio","2016/GGE/HN_NF_RF",-0.350046820427542,0.012894506307545,-0.37549065772188,-0.324602983133203,102.622682274309,88.6208094572072,0,0.8
"Plantheight_bio","2016/GGE/HN_WF_RF",-0.343510803772103,0.0118632120248486,-0.366919659400167,-0.320101948144039,98.1480444633415,84.4076123124574,0,0.82
"Plantheight_bio","2016/GGE/LN_NF_RF",-0.465462882740976,0.012429308231077,-0.489988776851994,-0.440936988629958,108.656604766937,90.0380894572977,0,0.89
"Plantheight_bio","2016/HAN/HN_NF_RF",-0.255265468695567,0.00945250083450986,-0.273917434697331,-0.236613502693802,94.0355640471352,83.8249452993125,0,0.8
"Plantheight_bio","2016/HAN/HN_WF_RF",-0.248073151858168,0.0098576574166874,-0.267524585316055,-0.22862171840028,94.8444851186044,84.9215590442777,0,0.78
"Plantheight_bio","2016/HAN/LN_NF_RF",-0.403069716832387,0.0128996502830635,-0.428523704377772,-0.377615729287003,101.514495608491,85.3917069351954,0,0.84
"Plantheight_bio","2016/KAL/HN_NF_RF",-0.154641185050079,0.0108502731824461,-0.176051278532428,-0.13323109156773,94.9747287018413,88.7890812998381,0,0.53
"Plantheight_bio","2016/KAL/HN_WF_RF",-0.195492753926141,0.0110513829480846,-0.217299683396869,-0.173685824455413,98.0037756458335,90.1840654887878,0,0.63
"Plantheight_bio","2016/KAL/LN_NF_RF",-0.422420957519968,0.0161699952198561,-0.454328090496708,-0.390513824543229,110.910668201745,94.0138299009461,0,0.79
"Plantheight_bio","2016/KIE/HN_NF_RF",-0.0691603803910803,0.00917598144382834,-0.0872667098079749,-0.0510540509741857,82.932867313726,80.1664520980827,0,0.24
"Plantheight_bio","2016/KIE/HN_WF_RF",-0.00995905067374751,0.0124195607145534,-0.0344657106847127,0.0145476093372176,78.6311887421567,78.2328267152068,1e-04,0
"Plantheight_bio","2016/KIE/LN_NF_RF",-0.442323759129669,0.0146926197394213,-0.471315689271164,-0.413331828988173,106.174108306993,88.4811579418061,0,0.83
"Plantheight_bio","2016/QLB/HN_NF_RF",-0.186677953713639,0.0161830204403613,-0.218610788456957,-0.154745118970321,100.613554581615,93.1464364330693,0,0.43
"Plantheight_bio","2016/QLB/HN_WF_RF",-0.193572925059276,0.0191653766318793,-0.231390636965075,-0.155755213153476,95.3086957876587,87.5657787852876,0,0.36
"Plantheight_bio","2016/QLB/LN_NF_RF",-0.189033389355563,0.0173126041286248,-0.223195153449801,-0.154871625261325,87.1485922113404,79.5872566371179,0,0.4
"Plantheight_bio","2017/GGE/HN_NF_RF",-0.347209444132319,0.0129753395449539,-0.372812784062241,-0.321606104202397,102.573347837572,88.6849700722794,0,0.8
"Plantheight_bio","2017/GGE/HN_WF_RF",-0.330205342283935,0.0127895792759058,-0.355442134325269,-0.304968550242601,97.7182983470916,84.5100846557342,0,0.79
"Plantheight_bio","2017/GGE/LN_NF_RF",-0.452857328341904,0.0128846000534686,-0.478281618310358,-0.427433038373451,108.251073031133,90.136779897457,0,0.87
"Plantheight_bio","2017/HAN/HN_NF_RF",-0.289410632666625,0.0116746162266223,-0.312447345252528,-0.266373920080723,94.3566461952618,82.7802208885968,0,0.77
"Plantheight_bio","2017/HAN/HN_WF_RF",-0.186498459730262,0.00918360434162314,-0.204619830884046,-0.168377088576478,85.5864261094166,78.1264877202061,0,0.7
"Plantheight_bio","2017/HAN/LN_NF_RF",-0.445905660920496,0.0137154810333859,-0.472969470848826,-0.418841850992165,106.268759175166,88.4325327383463,0,0.85
"Plantheight_bio","2017/KAL/HN_NF_RF",-0.280828410799609,0.0105735323437427,-0.301692430729026,-0.259964390870192,94.8449052104869,83.6117687785026,0,0.8
"Plantheight_bio","2017/KAL/HN_WF_RF",-0.317725996336314,0.011089334445846,-0.339607812872207,-0.295844179800422,96.3881610584124,83.6791212049599,0,0.82
"Plantheight_bio","2017/KAL/LN_NF_RF",-0.523975045873056,0.0150927135115321,-0.5537564533778,-0.494193638368313,108.703582068876,87.7445802339541,0,0.87
"Plantheight_bio","2017/KIE/HN_WF_RF",-0.147936443215328,0.0122331143276716,-0.172076114190926,-0.12379677223973,98.65549929,92.7380415613869,0,0.45
"Plantheight_bio","2017/QLB/HN_NF_RF",-0.286359207954933,0.0172480770146264,-0.320393645158906,-0.25232477075096,104.85722522459,93.4028569063926,0,0.6
"Plantheight_bio","2017/QLB/HN_WF_RF",-0.246895758776636,0.0151026917291503,-0.276696855607943,-0.217094661945329,103.252197274658,93.3763669235929,0,0.6
"Plantheight_bio","2017/QLB/LN_NF_RF",-0.220356421860071,0.0144545499965544,-0.248878585446901,-0.191834258273241,93.9510610688009,85.1368041943981,0,0.56
"Powdery_mildew","2015/QLB/HN_NF_RF",-0.104201215739202,0.00348705712992711,-0.111081984349786,-0.0973204471286187,6.66882022212289,2.5007715925548,0,0.83
"Powdery_mildew","2015/QLB/LN_NF_RF",-0.162475889707542,0.00473244773355874,-0.171814101443975,-0.153137677971109,8.7189061365263,2.21987054822461,0,0.87
"Powdery_mildew","2016/GGE/HN_NF_RF",-0.0174244311682752,0.00140670069375137,-0.0202001763360216,-0.0146486860005289,1.88427335287363,1.18729610614263,0,0.46
"Powdery_mildew","2016/GGE/HN_WF_RF",-0.0104255382243131,0.000856293959106636,-0.0121152038580323,-0.00873587259059396,1.50476462279513,1.08774309382261,0,0.45
"Powdery_mildew","2016/GGE/LN_NF_RF",-0.0595488444424911,0.00537078945685404,-0.0701466517429831,-0.048951037141999,3.22066513681685,0.838711359117198,0,0.41
"Powdery_mildew","2016/KIE/HN_NF_RF",-1.08951702160334,0.0589110142508891,-1.20620840288558,-0.972825640321098,61.3424546260762,17.761773761943,0,0.75
"Powdery_mildew","2016/KIE/LN_NF_RF",0.146313198467929,0.0885560360322555,-0.0310858588116445,0.323712255747503,21.5871659709919,27.439693909709,0.1363,0.05
"Powdery_mildew","2016/QLB/HN_NF_RF",-0.126123576111478,0.00434902967685734,-0.134705215520306,-0.11754193670265,7.12868685227295,2.08374380781385,0,0.82
"Powdery_mildew","2016/QLB/LN_NF_RF",-0.0836453108646086,0.00323180951355894,-0.090022417011059,-0.0772682047181583,5.00393804153512,1.65812560695079,0,0.79
"Powdery_mildew","2017/GGE/HN_WF_RF",-0.0361799767546983,0.00129576535837111,-0.0387368208993045,-0.0336231326100921,2.59679408420989,1.14959501402195,0,0.81
"Powdery_mildew","2017/GGE/LN_NF_RF",-0.0207472854858747,0.00334115621258638,-0.0273401579092471,-0.0141544130625023,4.48945126841623,3.65955984898123,0,0.18
"Powdery_mildew","2017/HAN/HN_NF_RF",-0.0315419160429254,0.00281915350798339,-0.0371049669790623,-0.0259788651067885,1.50389748035794,0.242220838640918,0,0.41
"Powdery_mildew","2017/HAN/LN_NF_RF",-0.00597944111712875,0.000787844456562686,-0.0075340400826043,-0.00442484215165321,0.340808933213779,0.101631288528628,0,0.24
"Powdery_mildew","2017/QLB/HN_NF_RF",-0.16907636355281,0.00323541779910007,-0.175460589679509,-0.162692137426111,12.541382969608,5.77832842749564,0,0.94
"Powdery_mildew","2017/QLB/LN_NF_RF",-0.152421770313849,0.00243758121394244,-0.15723168069894,-0.147611859928758,9.64938531861998,3.55251450606602,0,0.96
"Protein_yield","2015/GGE/HN_WF_RF",0.0141865886311612,0.00117800078559197,0.0118621211714286,0.0165110560908937,6.13428373665358,6.70174728190003,0,0.45
"Protein_yield","2015/HAN/HN_NF_RF",0.0700571536561978,0.00361460321378093,0.0629247071815918,0.0771896001308038,6.78111448696191,9.58340063320983,0,0.68
"Protein_yield","2015/HAN/HN_WF_RF",0.0517335550818403,0.00207632125228077,0.0476364939882414,0.0558306161754393,10.6191532267545,12.6884954300281,0,0.78
"Protein_yield","2015/HAN/LN_NF_RF",0.0352514034501464,0.00186910062479073,0.0315632364858871,0.0389395704144058,6.13248362054175,7.5425397585476,0,0.66
"Protein_yield","2015/KAL/HN_NF_RF",0.10230929507602,0.00486532810618994,0.0927088796925302,0.111909710459511,10.3911459484913,14.4835177515321,0,0.71
"Protein_yield","2015/KAL/HN_WF_RF",0.0415997417734596,0.00186232551164263,0.0379249436712939,0.0452745398756254,15.4192285293094,17.0832182002478,0,0.73
"Protein_yield","2015/KAL/LN_NF_RF",0.0485272060102682,0.00178887636409195,0.0449973400299778,0.0520570719905586,6.63172121492624,8.57280945533697,0,0.8
"Protein_yield","2015/KIE/HN_NF_RF",0.045982150881404,0.00129356148741817,0.0434296554828922,0.0485346462799158,8.81266772449223,10.6519537597484,0,0.88
"Protein_yield","2015/KIE/HN_WF_RF",0.0242371522511506,0.00114580257961111,0.0219762192839071,0.0264980852183942,9.66567283214458,10.6351589221906,0,0.71
"Protein_yield","2015/KIE/LN_NF_RF",0.0298706875613066,0.00100553485470092,0.027886535192338,0.0318548399302752,5.59816010081212,6.79298760326438,0,0.83
"Protein_yield","2015/QLB/HN_NF_RF",0.0500793059209633,0.00194853328301115,0.0462343999871449,0.0539242118547817,5.3797498501873,7.38292208702583,0,0.79
"Protein_yield","2015/QLB/HN_WF_RF",0.0384884547901529,0.00112752311402349,0.0362635914278361,0.0407133181524696,6.67708399249625,8.21662218410238,0,0.87
"Protein_yield","2015/QLB/LN_NF_RF",0.0424923044732161,0.00271174769131099,0.0371414003443281,0.047843208602104,6.07775843643371,7.77745061536235,0,0.58
"Protein_yield","2016/GGE/HN_NF_RF",0.0310395686741323,0.00261522777141742,0.0258791206262188,0.0362000167220459,5.26275141483504,6.50433416180034,0,0.44
"Protein_yield","2016/GGE/HN_WF_RF",0.0249986955431557,0.00142382398062883,0.0221891621779504,0.0278082289083609,7.56537442660534,8.56532224833156,0,0.63
"Protein_yield","2016/GGE/LN_NF_RF",0.00823958667469326,0.00102848997360244,0.00621013855756088,0.0102690347918256,3.95432304351114,4.28390651049887,0,0.26
"Protein_yield","2016/HAN/HN_NF_RF",0.0457480177414025,0.00260381462543943,0.040610090464921,0.0508859450178841,6.52784675699307,8.35776746664916,0,0.63
"Protein_yield","2016/HAN/HN_WF_RF",0.030897416079719,0.00103657970879399,0.0288520050477561,0.0329428271116818,9.02403648424658,10.2599331274353,0,0.83
"Protein_yield","2016/HAN/LN_NF_RF",0.0226833486518613,0.0014553596593432,0.0198115881133904,0.0255551091903322,5.00424050920272,5.91157445527718,0,0.57
"Protein_yield","2016/KAL/HN_NF_RF",0.0476654202949536,0.002780887536523,0.0421780872923909,0.0531527532975162,7.45818489042529,9.36480170222343,0,0.62
"Protein_yield","2016/KAL/HN_WF_RF",0.0384019099156405,0.00129361235023902,0.0358493141530429,0.0409545056782382,11.2204812117972,12.7565576084229,0,0.83
"Protein_yield","2016/KAL/LN_NF_RF",0.0222448876723326,0.0015473000436657,0.0191917075336315,0.0252980678110337,6.18828528032191,7.07808078721522,0,0.53
"Protein_yield","2016/KIE/HN_NF_RF",0.0368740054560742,0.00166239365236573,0.0335937190611476,0.0401542918510007,6.58293362998609,8.05789384822906,0,0.73
"Protein_yield","2016/KIE/HN_WF_RF",0.018954448851174,0.000764101271426261,0.0174467006704476,0.0204621970319005,8.81817137696184,9.57634933100881,0,0.77
"Protein_yield","2016/KIE/LN_NF_RF",0.0131318884912704,0.00103100322883449,0.0110974811414479,0.0151662958410929,5.06544001851345,5.59071555816427,0,0.47
"Protein_yield","2016/QLB/HN_NF_RF",0.054907457435962,0.00353371172599356,0.0479346285383821,0.0618802863335418,5.06434330658668,7.26064160402515,0,0.57
"Protein_yield","2016/QLB/HN_WF_RF",0.029578049550552,0.00160902424430952,0.026403073316611,0.0327530257844929,11.8898172018139,13.0729391838359,0,0.65
"Protein_yield","2016/QLB/LN_NF_RF",0.0392624395778417,0.00244041951082612,0.0344469285778544,0.0440779505778289,5.65485810098356,7.22535568409722,0,0.59
"Protein_yield","2017/GGE/HN_NF_RF",0.0235837329552139,0.00101554071729989,0.0215798367097536,0.0255876292006742,8.79259694827791,9.73594626648647,0,0.75
"Protein_yield","2017/GGE/HN_WF_RF",0.0150724041985046,0.00110127032627444,0.0128993436461659,0.0172454647508434,9.23797411324897,9.84087028118916,0,0.51
"Protein_yield","2017/GGE/LN_NF_RF",0.0149318506550636,0.00090821511699688,0.0131397325922258,0.0167239687179014,6.84614540465766,7.4434194308602,0,0.6
"Protein_yield","2017/HAN/HN_NF_RF",0.0322296049283657,0.00206784478407828,0.0281492698630947,0.0363099399936367,6.64384193758961,7.93302613472424,0,0.57
"Protein_yield","2017/HAN/HN_WF_RF",0.0279043814188894,0.00130066206669927,0.0253378749384785,0.0304708878993004,7.70454834767964,8.82072360443522,0,0.72
"Protein_yield","2017/HAN/LN_NF_RF",0.0115356473956375,0.000979704781325632,0.00960246372361521,0.0134688310676598,4.65322798910819,5.11465388493369,0,0.44
"Protein_yield","2017/KAL/HN_NF_RF",0.0408765602283034,0.00173668979862982,0.0374496703875331,0.0443034500690736,12.8135868312447,14.4486492403769,0,0.75
"Protein_yield","2017/KAL/HN_WF_RF",0.0146112805621816,0.00107470005965733,0.0124906492789089,0.0167319118454543,15.0843326880052,15.6687839104925,0,0.51
"Protein_yield","2017/KAL/LN_NF_RF",0.0161804795765949,0.00147819498083668,0.0132636596778983,0.0190972994752915,8.1834129322544,8.83063211531819,0,0.4
"Protein_yield","2017/KIE/HN_NF_RF",0.0338519099508894,0.0018710444886645,0.030159483730232,0.0375443361715467,7.21861013877221,8.57268653680778,0,0.65
"Protein_yield","2017/KIE/HN_WF_RF",0.0342028265708774,0.000984038696401424,0.0322610176641582,0.0361446354775966,8.31531267754215,9.68342574037724,0,0.87
"Protein_yield","2017/KIE/LN_NF_RF",0.0223481543547891,0.00110039824981551,0.0201764805686066,0.0245198281409716,4.31409995125296,5.20802612544453,0,0.7
"Protein_yield","2017/QLB/HN_NF_RF",0.0545198237461299,0.00188942950777385,0.0507915432033696,0.0582481042888901,4.6070425705025,6.7878355203477,0,0.82
"Protein_yield","2017/QLB/HN_WF_RF",0.042651345008805,0.00169732582234814,0.0393021293793524,0.0460005606382576,9.09088261296772,10.7969364133199,0,0.78
"Protein_yield","2017/QLB/LN_NF_RF",0.0370151953194709,0.00139799209729535,0.0342566342226772,0.0397737564162645,6.21434717737594,7.69495499015478,0,0.8
"Sedimentation","2015/GGE/HN_WF_RF",-0.0393961990084012,0.0126227000378493,-0.0643036997934718,-0.0144886982233306,30.2059211226519,28.6300731623159,0,0.05
"Sedimentation","2015/HAN/HN_NF_RF",0.0349016019390895,0.0134583214190079,0.00834522728829914,0.0614579765898798,33.9507087233921,35.3467728009557,0.1975,0.04
"Sedimentation","2015/HAN/HN_WF_RF",0.00508538857379346,0.0139200870070379,-0.0223821561683313,0.0325529333159183,35.1505681319783,35.35398367493,0.3677,0
"Sedimentation","2015/HAN/LN_NF_RF",-0.0781991134008797,0.0135469582934172,-0.104930389064315,-0.0514678377374443,26.6080544504279,23.4800899143927,0,0.16
"Sedimentation","2015/KAL/HN_NF_RF",0.00858638478967783,0.0182310895910734,-0.027387763129607,0.0445605327089627,33.829279295671,34.1727346872582,0.6432,0
"Sedimentation","2015/KAL/HN_WF_RF",-0.108729021866153,0.0144783335769415,-0.137298115946886,-0.0801599277854203,37.8438126880546,33.4946518134085,0,0.24
"Sedimentation","2015/KAL/LN_NF_RF",0.0101208777589651,0.00836532365829162,-0.00638583672854554,0.0266275922464757,15.7403735349827,16.1452086453413,0.8021,0.01
"Sedimentation","2015/KIE/HN_NF_RF",0.00639125770573278,0.0150923657656019,-0.0233894636160226,0.0361719790274882,35.0428339352097,35.298484243439,0.4578,0
"Sedimentation","2015/KIE/HN_WF_RF",0.00514175953187924,0.0145815368729003,-0.0236309784734818,0.0339144975372403,35.2491167880012,35.4547871692763,0.39,0
"Sedimentation","2015/KIE/LN_NF_RF",-0.0449721220222428,0.0121712827753774,-0.0689888723509373,-0.0209553716935483,24.4284921471074,22.6296072662176,0,0.07
"Sedimentation","2015/QLB/HN_NF_RF",-0.031693304259299,0.0152137309082805,-0.0617135070214343,-0.00167310149716368,53.8791394085807,52.6114072382087,2e-04,0.02
"Sedimentation","2015/QLB/HN_WF_RF",-0.0234614996983888,0.0160530686050703,-0.0551379094747956,0.00821491007801795,53.5524531944749,52.6139932065394,0.0022,0.01
"Sedimentation","2015/QLB/LN_NF_RF",-0.00554603718647674,0.0141385653403519,-0.0334446901100701,0.0223526157371166,46.7820310212448,46.5601895337857,0.0427,0
"Sedimentation","2016/GGE/HN_NF_RF",0.0499001361747292,0.0105900382830444,0.0290035462171182,0.0707967261323401,32.0168792833578,34.0128847303469,0.002,0.11
"Sedimentation","2016/GGE/HN_WF_RF",0.0199557464495275,0.0104631603485945,-0.000690484057059265,0.0406019769561142,31.3970663355663,32.1952961935474,0.7056,0.02
"Sedimentation","2016/GGE/LN_NF_RF",-0.00191201399718676,0.00850117555402844,-0.018686795632738,0.0148627676383645,21.8248437074452,21.7483631475577,0.1339,0
"Sedimentation","2016/HAN/HN_NF_RF",0.0495797151705109,0.0115284036594596,0.0268315137288546,0.0723279166121673,32.7840040698969,34.7671926767173,0.0054,0.09
"Sedimentation","2016/HAN/HN_WF_RF",0.0126269778075838,0.0126574409418136,-0.0123490748000104,0.037603030415178,34.8176731148027,35.3227522271061,0.6949,0.01
"Sedimentation","2016/HAN/LN_NF_RF",0.0241425460704353,0.00916561982373126,0.00605666252169318,0.0422284296191773,21.1384272877046,22.104129130522,0.1511,0.04
"Sedimentation","2016/KAL/HN_NF_RF",0.0489826351832444,0.0122034590295555,0.0249005623601311,0.0730647080063577,33.1676765114346,35.1269819187644,0.0102,0.08
"Sedimentation","2016/KAL/HN_WF_RF",0.0138408963913892,0.0116765067109313,-0.00919954655642208,0.0368813393392005,34.9581493244927,35.5117851801483,0.7422,0.01
"Sedimentation","2016/KAL/LN_NF_RF",-0.0277513349951036,0.00916501824941026,-0.0458360314988531,-0.00966663849135403,25.7919307118841,24.6818773120799,0,0.05
"Sedimentation","2016/KIE/HN_NF_RF",0.0257984315960208,0.00983258116991915,0.00639647936118347,0.0452003838308581,36.0813431605472,37.113280424388,0.4543,0.04
"Sedimentation","2016/KIE/HN_WF_RF",0.0214561369679203,0.0094180085920544,0.00287223212212595,0.0400400418137147,36.3598618268538,37.2181073055706,0.754,0.03
"Sedimentation","2016/KIE/LN_NF_RF",0.00421452258717496,0.00729824670876846,-0.0101866027729474,0.0186156479472973,23.669677847503,23.83825875099,0.2937,0
"Sedimentation","2016/QLB/HN_NF_RF",0.084019661579452,0.0102307032378504,0.0638321226088278,0.104207200550076,25.3969600791632,28.7577465423412,0,0.27
